,artist,filename,nearest_artist,nearest_filename
56,Pissarro,../paintings/training/training/Pissarro/208624.jpg,Gauguin,../paintings/training/training/Gauguin/190648.jpg
57,Pissarro,../paintings/training/training/Pissarro/208359.jpg,Gauguin,../paintings/training/training/Gauguin/190584.jpg
58,Pissarro,../paintings/training/training/Pissarro/208667.jpg,Monet,../paintings/training/training/Monet/212432.jpg
59,Pissarro,../paintings/training/training/Pissarro/208264.jpg,Gauguin,../paintings/training/training/Gauguin/190722.jpg
60,Pissarro,../paintings/training/training/Pissarro/208099.jpg,Degas,../paintings/training/training/Degas/213682.jpg
61,Pissarro,../paintings/training/training/Pissarro/208846.jpg,Monet,../paintings/training/training/Monet/212339.jpg
62,Pissarro,../paintings/training/training/Pissarro/208416.jpg,VanGogh,../paintings/training/training/VanGogh/207225.jpg
63,Pissarro,../paintings/training/training/Pissarro/208323.jpg,Gauguin,../paintings/training/training/Gauguin/190873.jpg
64,Pissarro,../paintings/training/training/Pissarro/208399.jpg,Degas,../paintings/training/training/Degas/213432.jpg
65,Pissarro,../paintings/training/training/Pissarro/208314.jpg,Gauguin,../paintings/training/training/Gauguin/190767.jpg
66,Pissarro,../paintings/training/training/Pissarro/208146.jpg,Hassam,../paintings/training/training/Hassam/244212.jpg
67,Pissarro,../paintings/training/training/Pissarro/208606.jpg,Gauguin,../paintings/training/training/Gauguin/190689.jpg
68,Pissarro,../paintings/training/training/Pissarro/208205.jpg,Degas,../paintings/training/training/Degas/213487.jpg
69,Pissarro,../paintings/training/training/Pissarro/208114.jpg,Monet,../paintings/training/training/Monet/212853.jpg
70,Pissarro,../paintings/training/training/Pissarro/208783.jpg,Matisse,../paintings/training/training/Matisse/214079.jpg
71,Pissarro,../paintings/training/training/Pissarro/208828.jpg,Monet,../paintings/training/training/Monet/211739.jpg
72,Pissarro,../paintings/training/training/Pissarro/208738.jpg,Hassam,../paintings/training/training/Hassam/244391.jpg
73,Pissarro,../paintings/training/training/Pissarro/208475.jpg,Degas,../paintings/training/training/Degas/213590.jpg
74,Pissarro,../paintings/training/training/Pissarro/208068.jpg,Gauguin,../paintings/training/training/Gauguin/190584.jpg
75,Pissarro,../paintings/training/training/Pissarro/208412.jpg,Sargent,../paintings/training/training/Sargent/265951.jpg
76,Pissarro,../paintings/training/training/Pissarro/208113.jpg,Sargent,../paintings/training/training/Sargent/265813.jpg
77,Pissarro,../paintings/training/training/Pissarro/208356.jpg,Hassam,../paintings/training/training/Hassam/243873.jpg
78,Pissarro,../paintings/training/training/Pissarro/208545.jpg,Degas,../paintings/training/training/Degas/213491.jpg
79,Pissarro,../paintings/training/training/Pissarro/208916.jpg,Degas,../paintings/training/training/Degas/213590.jpg
80,Pissarro,../paintings/training/training/Pissarro/208061.jpg,Monet,../paintings/training/training/Monet/211720.jpg
81,Pissarro,../paintings/training/training/Pissarro/208554.jpg,Monet,../paintings/training/training/Monet/212624.jpg
82,Pissarro,../paintings/training/training/Pissarro/208089.jpg,Gauguin,../paintings/training/training/Gauguin/190906.jpg
83,Pissarro,../paintings/training/training/Pissarro/208217.jpg,Renoir,../paintings/training/training/Renoir/219404.jpg
84,Pissarro,../paintings/training/training/Pissarro/208324.jpg,Gauguin,../paintings/training/training/Gauguin/190632.jpg
85,Pissarro,../paintings/training/training/Pissarro/208767.jpg,Hassam,../paintings/training/training/Hassam/244274.jpg
86,Pissarro,../paintings/training/training/Pissarro/208094.jpg,Cezanne,../paintings/training/training/Cezanne/215564.jpg
87,Pissarro,../paintings/training/training/Pissarro/208334.jpg,Gauguin,../paintings/training/training/Gauguin/190552.jpg
88,Pissarro,../paintings/training/training/Pissarro/208481.jpg,Gauguin,../paintings/training/training/Gauguin/190623.jpg
89,Pissarro,../paintings/training/training/Pissarro/208898.jpg,Matisse,../paintings/training/training/Matisse/9223372032559821221.jpg
90,Pissarro,../paintings/training/training/Pissarro/208559.jpg,Monet,../paintings/training/training/Monet/212768.jpg
91,Pissarro,../paintings/training/training/Pissarro/208790.jpg,Gauguin,../paintings/training/training/Gauguin/190767.jpg
92,Pissarro,../paintings/training/training/Pissarro/208560.jpg,Sargent,../paintings/training/training/Sargent/266146.jpg
93,Pissarro,../paintings/training/training/Pissarro/208808.jpg,Monet,../paintings/training/training/Monet/212643.jpg
94,Pissarro,../paintings/training/training/Pissarro/208583.jpg,Hassam,../paintings/training/training/Hassam/244391.jpg
95,Pissarro,../paintings/training/training/Pissarro/208189.jpg,Hassam,../paintings/training/training/Hassam/244199.jpg
96,Pissarro,../paintings/training/training/Pissarro/208166.jpg,Cezanne,../paintings/training/training/Cezanne/215527.jpg
97,Pissarro,../paintings/training/training/Pissarro/208427.jpg,Gauguin,../paintings/training/training/Gauguin/190596.jpg
98,Pissarro,../paintings/training/training/Pissarro/208680.jpg,Gauguin,../paintings/training/training/Gauguin/190937.jpg
99,Pissarro,../paintings/training/training/Pissarro/208086.jpg,VanGogh,../paintings/training/training/VanGogh/205919.jpg
100,Pissarro,../paintings/training/training/Pissarro/208684.jpg,Monet,../paintings/training/training/Monet/212315.jpg
101,Pissarro,../paintings/training/training/Pissarro/208589.jpg,Monet,../paintings/training/training/Monet/211731.jpg
102,Pissarro,../paintings/training/training/Pissarro/208473.jpg,VanGogh,../paintings/training/training/VanGogh/207496.jpg
103,Pissarro,../paintings/training/training/Pissarro/208785.jpg,Hassam,../paintings/training/training/Hassam/243949.jpg
104,Pissarro,../paintings/training/training/Pissarro/208135.jpg,Monet,../paintings/training/training/Monet/212634.jpg
105,Pissarro,../paintings/training/training/Pissarro/208634.jpg,Hassam,../paintings/training/training/Hassam/244192.jpg
106,Pissarro,../paintings/training/training/Pissarro/208259.jpg,Sargent,../paintings/training/training/Sargent/266366.jpg
107,Pissarro,../paintings/training/training/Pissarro/208538.jpg,Monet,../paintings/training/training/Monet/212339.jpg
108,Pissarro,../paintings/training/training/Pissarro/208170.jpg,Gauguin,../paintings/training/training/Gauguin/190939.jpg
109,Pissarro,../paintings/training/training/Pissarro/208178.jpg,Renoir,../paintings/training/training/Renoir/218665.jpg
110,Pissarro,../paintings/training/training/Pissarro/208825.jpg,Gauguin,../paintings/training/training/Gauguin/190935.jpg
111,Pissarro,../paintings/training/training/Pissarro/208827.jpg,Gauguin,../paintings/training/training/Gauguin/190696.jpg
112,Pissarro,../paintings/training/training/Pissarro/208360.jpg,Degas,../paintings/training/training/Degas/213604.jpg
113,Pissarro,../paintings/training/training/Pissarro/208656.jpg,Sargent,../paintings/training/training/Sargent/266215.jpg
114,Pissarro,../paintings/training/training/Pissarro/208433.jpg,Matisse,../paintings/training/training/Matisse/9223372032559820851.jpg
115,Pissarro,../paintings/training/training/Pissarro/208293.jpg,Hassam,../paintings/training/training/Hassam/244405.jpg
116,Pissarro,../paintings/training/training/Pissarro/208688.jpg,Gauguin,../paintings/training/training/Gauguin/190479.jpg
117,Pissarro,../paintings/training/training/Pissarro/208199.jpg,Renoir,../paintings/training/training/Renoir/218767.jpg
118,Pissarro,../paintings/training/training/Pissarro/208873.jpg,Cezanne,../paintings/training/training/Cezanne/215639.jpg
119,Pissarro,../paintings/training/training/Pissarro/208563.jpg,Monet,../paintings/training/training/Monet/211922.jpg
120,Pissarro,../paintings/training/training/Pissarro/208219.jpg,Monet,../paintings/training/training/Monet/212194.jpg
121,Pissarro,../paintings/training/training/Pissarro/208109.jpg,Monet,../paintings/training/training/Monet/212634.jpg
122,Pissarro,../paintings/training/training/Pissarro/208093.jpg,Degas,../paintings/training/training/Degas/213437.jpg
123,Pissarro,../paintings/training/training/Pissarro/208083.jpg,Hassam,../paintings/training/training/Hassam/244043.jpg
124,Pissarro,../paintings/training/training/Pissarro/208639.jpg,Degas,../paintings/training/training/Degas/213514.jpg
125,Pissarro,../paintings/training/training/Pissarro/208498.jpg,Cezanne,../paintings/training/training/Cezanne/215523.jpg
126,Pissarro,../paintings/training/training/Pissarro/208573.jpg,Gauguin,../paintings/training/training/Gauguin/190490.jpg
127,Pissarro,../paintings/training/training/Pissarro/208819.jpg,Gauguin,../paintings/training/training/Gauguin/190752.jpg
128,Pissarro,../paintings/training/training/Pissarro/208038.jpg,Gauguin,../paintings/training/training/Gauguin/190728.jpg
129,Pissarro,../paintings/training/training/Pissarro/208787.jpg,Gauguin,../paintings/training/training/Gauguin/190625.jpg
130,Pissarro,../paintings/training/training/Pissarro/208400.jpg,Renoir,../paintings/training/training/Renoir/218177.jpg
131,Pissarro,../paintings/training/training/Pissarro/208599.jpg,Monet,../paintings/training/training/Monet/212827.jpg
132,Pissarro,../paintings/training/training/Pissarro/208835.jpg,Hassam,../paintings/training/training/Hassam/243873.jpg
133,Pissarro,../paintings/training/training/Pissarro/208726.jpg,Gauguin,../paintings/training/training/Gauguin/190470.jpg
134,Pissarro,../paintings/training/training/Pissarro/208645.jpg,Hassam,../paintings/training/training/Hassam/243989.jpg
135,Pissarro,../paintings/training/training/Pissarro/208762.jpg,Renoir,../paintings/training/training/Renoir/218271.jpg
136,Pissarro,../paintings/training/training/Pissarro/208129.jpg,VanGogh,../paintings/training/training/VanGogh/207059.jpg
137,Pissarro,../paintings/training/training/Pissarro/208384.jpg,Gauguin,../paintings/training/training/Gauguin/190948.jpg
138,Pissarro,../paintings/training/training/Pissarro/208608.jpg,Gauguin,../paintings/training/training/Gauguin/190504.jpg
139,Pissarro,../paintings/training/training/Pissarro/208070.jpg,Gauguin,../paintings/training/training/Gauguin/190470.jpg
140,Pissarro,../paintings/training/training/Pissarro/208500.jpg,VanGogh,../paintings/training/training/VanGogh/206396.jpg
141,Pissarro,../paintings/training/training/Pissarro/208659.jpg,Hassam,../paintings/training/training/Hassam/244043.jpg
142,Pissarro,../paintings/training/training/Pissarro/208087.jpg,Monet,../paintings/training/training/Monet/211986.jpg
143,Pissarro,../paintings/training/training/Pissarro/208615.jpg,Hassam,../paintings/training/training/Hassam/244212.jpg
144,Pissarro,../paintings/training/training/Pissarro/208811.jpg,Renoir,../paintings/training/training/Renoir/219196.jpg
145,Pissarro,../paintings/training/training/Pissarro/208553.jpg,Gauguin,../paintings/training/training/Gauguin/190470.jpg
146,Pissarro,../paintings/training/training/Pissarro/208077.jpg,Gauguin,../paintings/training/training/Gauguin/190553.jpg
147,Pissarro,../paintings/training/training/Pissarro/208073.jpg,Renoir,../paintings/training/training/Renoir/218274.jpg
148,Pissarro,../paintings/training/training/Pissarro/208644.jpg,Monet,../paintings/training/training/Monet/211753.jpg
149,Pissarro,../paintings/training/training/Pissarro/208345.jpg,Degas,../paintings/training/training/Degas/213406.jpg
150,Pissarro,../paintings/training/training/Pissarro/208517.jpg,Renoir,../paintings/training/training/Renoir/218362.jpg
151,Pissarro,../paintings/training/training/Pissarro/208236.jpg,Gauguin,../paintings/training/training/Gauguin/190651.jpg
152,Pissarro,../paintings/training/training/Pissarro/208732.jpg,Hassam,../paintings/training/training/Hassam/244391.jpg
153,Pissarro,../paintings/training/training/Pissarro/208669.jpg,Gauguin,../paintings/training/training/Gauguin/190696.jpg
154,Pissarro,../paintings/training/training/Pissarro/208681.jpg,VanGogh,../paintings/training/training/VanGogh/205925.jpg
155,Pissarro,../paintings/training/training/Pissarro/208522.jpg,Hassam,../paintings/training/training/Hassam/244043.jpg
156,Pissarro,../paintings/training/training/Pissarro/208765.jpg,Gauguin,../paintings/training/training/Gauguin/190728.jpg
157,Pissarro,../paintings/training/training/Pissarro/208754.jpg,Hassam,../paintings/training/training/Hassam/244348.jpg
158,Pissarro,../paintings/training/training/Pissarro/208406.jpg,Gauguin,../paintings/training/training/Gauguin/190739.jpg
159,Pissarro,../paintings/training/training/Pissarro/208793.jpg,VanGogh,../paintings/training/training/VanGogh/206686.jpg
160,Pissarro,../paintings/training/training/Pissarro/208079.jpg,Hassam,../paintings/training/training/Hassam/244212.jpg
161,Pissarro,../paintings/training/training/Pissarro/208431.jpg,Degas,../paintings/training/training/Degas/213415.jpg
162,Pissarro,../paintings/training/training/Pissarro/208914.jpg,VanGogh,../paintings/training/training/VanGogh/206801.jpg
163,Pissarro,../paintings/training/training/Pissarro/208649.jpg,VanGogh,../paintings/training/training/VanGogh/206396.jpg
164,Pissarro,../paintings/training/training/Pissarro/208144.jpg,Gauguin,../paintings/training/training/Gauguin/190456.jpg
165,Pissarro,../paintings/training/training/Pissarro/208338.jpg,Gauguin,../paintings/training/training/Gauguin/190923.jpg
166,Pissarro,../paintings/training/training/Pissarro/208126.jpg,Cezanne,../paintings/training/training/Cezanne/215604.jpg
167,Pissarro,../paintings/training/training/Pissarro/208311.jpg,Gauguin,../paintings/training/training/Gauguin/190939.jpg
168,Pissarro,../paintings/training/training/Pissarro/208176.jpg,Gauguin,../paintings/training/training/Gauguin/190763.jpg
169,Pissarro,../paintings/training/training/Pissarro/208042.jpg,Monet,../paintings/training/training/Monet/212647.jpg
170,Pissarro,../paintings/training/training/Pissarro/208866.jpg,Gauguin,../paintings/training/training/Gauguin/190696.jpg
171,Pissarro,../paintings/training/training/Pissarro/208053.jpg,Monet,../paintings/training/training/Monet/211732.jpg
172,Pissarro,../paintings/training/training/Pissarro/208513.jpg,Sargent,../paintings/training/training/Sargent/265663.jpg
173,Pissarro,../paintings/training/training/Pissarro/208810.jpg,Hassam,../paintings/training/training/Hassam/243929.jpg
174,Pissarro,../paintings/training/training/Pissarro/208282.jpg,Gauguin,../paintings/training/training/Gauguin/190616.jpg
175,Pissarro,../paintings/training/training/Pissarro/208834.jpg,Monet,../paintings/training/training/Monet/211742.jpg
176,Pissarro,../paintings/training/training/Pissarro/208693.jpg,Hassam,../paintings/training/training/Hassam/244391.jpg
177,Pissarro,../paintings/training/training/Pissarro/208075.jpg,Monet,../paintings/training/training/Monet/211877.jpg
178,Pissarro,../paintings/training/training/Pissarro/208470.jpg,Gauguin,../paintings/training/training/Gauguin/190640.jpg
179,Pissarro,../paintings/training/training/Pissarro/208413.jpg,Gauguin,../paintings/training/training/Gauguin/190568.jpg
180,Pissarro,../paintings/training/training/Pissarro/208820.jpg,Gauguin,../paintings/training/training/Gauguin/190947.jpg
181,Pissarro,../paintings/training/training/Pissarro/208534.jpg,Sargent,../paintings/training/training/Sargent/266058.jpg
182,Pissarro,../paintings/training/training/Pissarro/208780.jpg,Gauguin,../paintings/training/training/Gauguin/190479.jpg
183,Pissarro,../paintings/training/training/Pissarro/208261.jpg,Degas,../paintings/training/training/Degas/213590.jpg
184,Pissarro,../paintings/training/training/Pissarro/208707.jpg,Gauguin,../paintings/training/training/Gauguin/190728.jpg
185,Pissarro,../paintings/training/training/Pissarro/208365.jpg,Monet,../paintings/training/training/Monet/211798.jpg
186,Pissarro,../paintings/training/training/Pissarro/208541.jpg,Degas,../paintings/training/training/Degas/213286.jpg
187,Pissarro,../paintings/training/training/Pissarro/208283.jpg,Gauguin,../paintings/training/training/Gauguin/190673.jpg
188,Pissarro,../paintings/training/training/Pissarro/208620.jpg,Gauguin,../paintings/training/training/Gauguin/190679.jpg
189,Pissarro,../paintings/training/training/Pissarro/208476.jpg,Renoir,../paintings/training/training/Renoir/218690.jpg
190,Pissarro,../paintings/training/training/Pissarro/208268.jpg,Gauguin,../paintings/training/training/Gauguin/190612.jpg
191,Pissarro,../paintings/training/training/Pissarro/208924.jpg,Monet,../paintings/training/training/Monet/211814.jpg
192,Pissarro,../paintings/training/training/Pissarro/208610.jpg,Monet,../paintings/training/training/Monet/212724.jpg
193,Pissarro,../paintings/training/training/Pissarro/208539.jpg,Gauguin,../paintings/training/training/Gauguin/190669.jpg
194,Pissarro,../paintings/training/training/Pissarro/208710.jpg,Monet,../paintings/training/training/Monet/212643.jpg
195,Pissarro,../paintings/training/training/Pissarro/208392.jpg,VanGogh,../paintings/training/training/VanGogh/206501.jpg
196,Pissarro,../paintings/training/training/Pissarro/208080.jpg,Hassam,../paintings/training/training/Hassam/244043.jpg
197,Pissarro,../paintings/training/training/Pissarro/208865.jpg,Renoir,../paintings/training/training/Renoir/219127.jpg
198,Pissarro,../paintings/training/training/Pissarro/208175.jpg,Cezanne,../paintings/training/training/Cezanne/216020.jpg
199,Pissarro,../paintings/training/training/Pissarro/208492.jpg,Hassam,../paintings/training/training/Hassam/244400.jpg
200,Pissarro,../paintings/training/training/Pissarro/208821.jpg,VanGogh,../paintings/training/training/VanGogh/206593.jpg
201,Pissarro,../paintings/training/training/Pissarro/208147.jpg,Degas,../paintings/training/training/Degas/213623.jpg
202,Pissarro,../paintings/training/training/Pissarro/208405.jpg,Sargent,../paintings/training/training/Sargent/266111.jpg
203,Pissarro,../paintings/training/training/Pissarro/208838.jpg,Monet,../paintings/training/training/Monet/212655.jpg
204,Pissarro,../paintings/training/training/Pissarro/208668.jpg,Gauguin,../paintings/training/training/Gauguin/190584.jpg
205,Pissarro,../paintings/training/training/Pissarro/208340.jpg,Hassam,../paintings/training/training/Hassam/244396.jpg
206,Pissarro,../paintings/training/training/Pissarro/208653.jpg,Hassam,../paintings/training/training/Hassam/244387.jpg
207,Pissarro,../paintings/training/training/Pissarro/208048.jpg,VanGogh,../paintings/training/training/VanGogh/205810.jpg
208,Pissarro,../paintings/training/training/Pissarro/208238.jpg,Monet,../paintings/training/training/Monet/212413.jpg
209,Pissarro,../paintings/training/training/Pissarro/208720.jpg,Hassam,../paintings/training/training/Hassam/244212.jpg
210,Pissarro,../paintings/training/training/Pissarro/208662.jpg,Monet,../paintings/training/training/Monet/212827.jpg
211,Pissarro,../paintings/training/training/Pissarro/208461.jpg,Renoir,../paintings/training/training/Renoir/218874.jpg
212,Pissarro,../paintings/training/training/Pissarro/208725.jpg,Sargent,../paintings/training/training/Sargent/266166.jpg
213,Pissarro,../paintings/training/training/Pissarro/208611.jpg,Renoir,../paintings/training/training/Renoir/218341.jpg
214,Pissarro,../paintings/training/training/Pissarro/208568.jpg,Matisse,../paintings/training/training/Matisse/214004.jpg
215,Pissarro,../paintings/training/training/Pissarro/208535.jpg,VanGogh,../paintings/training/training/VanGogh/207496.jpg
216,Pissarro,../paintings/training/training/Pissarro/208158.jpg,VanGogh,../paintings/training/training/VanGogh/205917.jpg
217,Pissarro,../paintings/training/training/Pissarro/208514.jpg,Gauguin,../paintings/training/training/Gauguin/190697.jpg
218,Pissarro,../paintings/training/training/Pissarro/208276.jpg,Monet,../paintings/training/training/Monet/212109.jpg
219,Pissarro,../paintings/training/training/Pissarro/208674.jpg,Cezanne,../paintings/training/training/Cezanne/215639.jpg
220,Pissarro,../paintings/training/training/Pissarro/208279.jpg,Hassam,../paintings/training/training/Hassam/244405.jpg
221,Pissarro,../paintings/training/training/Pissarro/208168.jpg,Hassam,../paintings/training/training/Hassam/244405.jpg
222,Pissarro,../paintings/training/training/Pissarro/208389.jpg,Gauguin,../paintings/training/training/Gauguin/190947.jpg
223,Pissarro,../paintings/training/training/Pissarro/208409.jpg,Monet,../paintings/training/training/Monet/212586.jpg
224,Pissarro,../paintings/training/training/Pissarro/208045.jpg,Cezanne,../paintings/training/training/Cezanne/215627.jpg
225,Pissarro,../paintings/training/training/Pissarro/208229.jpg,Hassam,../paintings/training/training/Hassam/244223.jpg
226,Pissarro,../paintings/training/training/Pissarro/208174.jpg,Sargent,../paintings/training/training/Sargent/265951.jpg
227,Pissarro,../paintings/training/training/Pissarro/208195.jpg,Gauguin,../paintings/training/training/Gauguin/190689.jpg
228,Pissarro,../paintings/training/training/Pissarro/208607.jpg,Gauguin,../paintings/training/training/Gauguin/190584.jpg
229,Pissarro,../paintings/training/training/Pissarro/208633.jpg,VanGogh,../paintings/training/training/VanGogh/207248.jpg
230,Pissarro,../paintings/training/training/Pissarro/208364.jpg,Gauguin,../paintings/training/training/Gauguin/190560.jpg
231,Pissarro,../paintings/training/training/Pissarro/208244.jpg,Sargent,../paintings/training/training/Sargent/265692.jpg
232,Pissarro,../paintings/training/training/Pissarro/208569.jpg,Monet,../paintings/training/training/Monet/212369.jpg
233,Pissarro,../paintings/training/training/Pissarro/208714.jpg,Hassam,../paintings/training/training/Hassam/244096.jpg
234,Pissarro,../paintings/training/training/Pissarro/208127.jpg,Gauguin,../paintings/training/training/Gauguin/190669.jpg
235,Pissarro,../paintings/training/training/Pissarro/208034.jpg,Renoir,../paintings/training/training/Renoir/219191.jpg
236,Pissarro,../paintings/training/training/Pissarro/208185.jpg,Hassam,../paintings/training/training/Hassam/244225.jpg
237,Pissarro,../paintings/training/training/Pissarro/208922.jpg,Hassam,../paintings/training/training/Hassam/244147.jpg
238,Pissarro,../paintings/training/training/Pissarro/208363.jpg,Hassam,../paintings/training/training/Hassam/244015.jpg
239,Pissarro,../paintings/training/training/Pissarro/208263.jpg,Hassam,../paintings/training/training/Hassam/244145.jpg
240,Pissarro,../paintings/training/training/Pissarro/208120.jpg,Degas,../paintings/training/training/Degas/213781.jpg
241,Pissarro,../paintings/training/training/Pissarro/208617.jpg,VanGogh,../paintings/training/training/VanGogh/205810.jpg
242,Pissarro,../paintings/training/training/Pissarro/208137.jpg,Gauguin,../paintings/training/training/Gauguin/190739.jpg
243,Pissarro,../paintings/training/training/Pissarro/208467.jpg,Hassam,../paintings/training/training/Hassam/244224.jpg
244,Pissarro,../paintings/training/training/Pissarro/208524.jpg,Cezanne,../paintings/training/training/Cezanne/215635.jpg
245,Pissarro,../paintings/training/training/Pissarro/208550.jpg,Degas,../paintings/training/training/Degas/213314.jpg
246,Pissarro,../paintings/training/training/Pissarro/208731.jpg,Hassam,../paintings/training/training/Hassam/244043.jpg
